code,name,strategy,resonance_count,action_guide,strategy_list
002057,中钢天源,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002072,凯瑞德,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002079,苏州固锝,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002094,青岛金王,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002100,天康生物,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002101,广东鸿图,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002115,三维通信,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002137,实益达,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002148,北纬科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002152,广电运通,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002161,远 望 谷,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002169,智光电气,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002171,楚江新材,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002180,纳思达,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002182,宝武镁业,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002187,广百股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002188,中天服务,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002195,岩山科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002196,方正电机,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002202,金风科技,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002205,国统股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002206,海 利 得,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002209,达 意 隆,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002212,天融信,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002221,东华能源,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002237,恒邦股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002243,力合科创,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002246,北化股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002254,泰和新材,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002268,电科网安,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002272,川润股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002278,神开股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002296,辉煌科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002297,博云新材,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002324,普利特,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002337,赛象科技,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002345,潮宏基,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002346,柘中股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002347,泰尔股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002357,富临运业,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002361,神剑股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002376,新北洋,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002381,双箭股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002382,蓝帆医疗,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002383,合众思壮,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002386,天原股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002395,双象股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002401,中远海科,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002406,远东传动,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002423,中粮资本,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002427,尤夫股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002429,兆驰股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002434,万里扬,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002441,众业达,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002455,百川股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002465,海格通信,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002471,中超控股,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002476,宝莫股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002493,荣盛石化,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002494,华斯股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002511,中顺洁柔,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002516,旷达科技,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002530,金财互联,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002532,天山铝业,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002545,东方铁塔,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002552,宝鼎科技,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002560,通达股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002562,兄弟科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002571,德力股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002576,通达动力,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002583,海能达,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002585,双星新材,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002587,奥拓电子,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002599,盛通股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002600,领益智造,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002602,ST华通,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002617,露笑科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002623,亚玛顿,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002627,三峡旅游,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002631,德尔未来,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002636,金安国纪,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002644,佛慈制药,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002651,利君股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002655,共达电声,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002668,TCL智家,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002669,康达新材,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002674,兴业科技,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002677,浙江美大,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002708,光洋股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002715,登云股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002716,湖南白银,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002743,富煌钢构,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002763,汇洁股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002765,蓝黛科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002769,普路通,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002802,洪汇新材,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002803,吉宏股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002811,郑中设计,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002842,翔鹭钨业,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002871,伟隆股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002875,安奈儿,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002883,中设股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002892,科力尔,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002908,德生科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002918,蒙娜丽莎,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002928,华夏航空,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002951,金时科技,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002953,日丰股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002963,豪尔赛,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
002969,嘉美包装,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
002986,宇新股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
003016,欣贺股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
003037,三和管桩,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
003038,鑫铂股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
003040,楚天龙,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600000,浦发银行,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600019,宝钢股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600026,中远海能,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600028,中国石化,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600051,宁波联合,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600058,五矿发展,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600064,南京高科,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600115,中国东航,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600120,浙江东方,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600126,杭钢股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600128,苏豪弘业,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600143,金发科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600186,莲花控股,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600192,长城电工,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600215,派斯林,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600219,南山铝业,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600235,民丰特纸,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600288,大恒科技,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600292,远达环保,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600302,标准股份,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600318,新力金融,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600328,中盐化工,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600348,华阳股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600350,山东高速,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600356,恒丰纸业,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600359,新农开发,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600367,红星发展,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600372,中航机载,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600390,五矿资本,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600399,抚顺特钢,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600405,动力源,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600409,三友化工,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600410,华胜天成,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600416,湘电股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600446,金证股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600480,凌云股份,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600493,凤竹纺织,['macd_water'],1,[macd_water]: 【强势位】水上金叉/红柱放大。代表多头趋势延续。若股价贴近20日线可回吸，跌破20日线或MACD死叉离场。,macd_water
600507,方大特钢,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600513,联环药业,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600517,国网英大,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600528,中铁工业,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
600571,信雅达,['golden_pit'],1,[golden_pit]: 【底部位】黄金坑企稳。属于左侧交易，适合潜伏。今日放量阳线确认坑底，跌破坑底最低价止损。,golden_pit
